itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
E3-CXST-INT-T1SWP,E3-CXST-INT-T1SWP,SVCS Portfolio Success Track L1 Intersight SW Supp,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C9300-DNX-E-48-5Y,C9300-DNX-E-48-5Y,"C9300 Ess software subscription, 48P Copper, 5Yr L",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-SAAS-EST-C?IO,DC-MGT-SAAS-EST-C?IO,INTERSIGHT SAAS ESSENTIAL,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3-ETD-B,SVS-E3-ETD-B,Basic SW Support for Cisco Email Threat Defense,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
COHESITY-SERVICE=,COHESITY-SERVICE=,SolutionsPlus: Cohesity Professional and Limited S,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CML-ENTERPRISE,CML-ENTERPRISE,CML Enterprise Edition,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-ADD-LG,A-ASSIST-ADD-LG,AddOn Support Assist for Large Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C9300S1-B-A,E2N-C9300S1-B-A,"C9300 DNA Advantage, 24-port Fiber, Existing Ess.",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-UMBEDU,E2F-SEC-UMBEDU,Cisco EA 2.0 Choice - Security Suites - Umbrella E,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C95002-A_NEW,E3N-C95002-A_NEW,C9500 CISCO DNA EA Advantage Low (12Q/16X),Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SAL-CL-CDO-LT-25GB,SAL-CL-CDO-LT-25GB,Cisco Security Analytics and Logging / ,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-B-N9K-ESS-M816,SVS-B-N9K-ESS-M816,EMBEDDED SOLN SUPPORT SWSS FOR ACI NEXUS 9K/Reques,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-TNU+?IO,A-SPK-NU-TNU+?IO,Toll Named Users,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CLDLK-APP-WEBEX,CLDLK-APP-WEBEX,Cloudlock for WebEx Teams,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C96001-G-A,E2N-C96001-G-A,C9600 DNA Advantage New Purchase,Broker,2,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-ADD-MD,A-ASSIST-ADD-MD,AddOn Support Assist for Medium Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-TMA-MED,A-ASSIST-TMA-MED,Technical Monitoring Assist for Medium Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-MDS-T1NT,E3-CX-MDS-T1NT,SVCS Portfolio T1 8x5xNBD MDS Support,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-P-T1-E-3Y,DNA-P-T1-E-3Y,Cisco Digital Network Architecture Essentials - On,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-BCSO-OP,CON-BCSO-OP,Outcomes Advisory Services,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3A-TE-S,E3A-TE-S,Support for EA Thousand Eyes,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-PP-SM,A-ASSIST-PP-SM,Premium Plus Assist for Small Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EMAILC-SUP-E,SVS-EMAILC-SUP-E,Enhanced Support for Cisco Email Security,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MDS-S,E3N-MDS-S,Support for EA MDS,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-STD-SM,A-ASSIST-STD-SM,Standard Event  Assist for Small Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-SAL-SUP-B,SVS-SAL-SUP-B,Cisco Security Analytics and Logging / ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ST-T14HR,E3-CX-ST-T14HR,SVCS Portfolio Success Track L1 24x7x4 Switching S,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-ENTWAN-D-VS,E3N-ENTWAN-D-VS,Cisco Cloud Hosted vSmart node subscription - EA,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-XDRA-T2SC1,E3-CX-XDRA-T2SC1,SVCS Portfolio T2 XDR Adv SW Enhanced Service,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-DUO-QUICKSTART,SVS-DUO-QUICKSTART,Cisco Duo Care Quick Start Add-on Service,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ENTWAN-T1NCD,E3-CX-ENTWAN-T1NCD,SVCS Portfolio Success Track L1 8x7xNCD ENTWAN Sup,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-FED-SUB,DUO-FED-SUB,Cisco Duo Federal subscription,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WRK-DEVREG-ENT,A-WRK-DEVREG-ENT,Webex Device Registration Entitlement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
NWSTACK-T1-E,NWSTACK-T1-E,Cisco Network Stack Essentials - License - up to 1,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-AVPONPREM-K9,APPD-AVPONPREM-K9,AppDynamics Visibility Pack On Premise,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR2120T,E3S-SFW-FPR2120T,"Security EA 3.0 FPR2120 Threat Defense Threat, Mal",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C9300L1-G-A,E2N-C9300L1-G-A,C9300L 24-port CISCO DNA EA Advantage New Purchase,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ES-ESS-T2SCE,E3-CX-ES-ESS-T2SCE,SVCS Portfolio T2 Secure EML SWSS Enhanced SW Supp,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-PSTL1-T0-E3Y,SVS-PSTL1-T0-E3Y,"Success Track L1 - DNA Essentials OnPrem Lic, T0, ",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-SNT-7706B23,CON-SNT-7706B23,SMARTNET 8X5XNBD Nexus 7706 Bundle (C,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SL-4330-NE-E-L,SL-4330-NE-E-L,Cisco ISR4300 Network Stack Essentials Lic,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS220-8,E3N-MS220-8,Meraki MS220-8 Enterprise Agreement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SAL-SUB,SAL-SUB,Cisco Security Analytics and Logging / ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ACI-SOLN-STARTER,ACI-SOLN-STARTER,ACI Solution Starter,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ISE-T2NT,E3-CX-ISE-T2NT,SVCS Portfolio T2 8x5xNBD ISE Support,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
HXDP-SW-SUITE,HXDP-SW-SUITE,Cisco HyperFlex Data Platform Software Suite,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-ENTWAN-D-VB,E3N-ENTWAN-D-VB,Cisco Cloud Hosted vBond node subscription - EA,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR2110T-T,E3S-SFW-FPR2110T-T,Security EA 3.0 FPR2110 Threat Defense Threat,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-MDS,E3-N-MDS,MDS,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CSR1KV-DNA-PF,CSR1KV-DNA-PF,CSR 1000V Platform Selection for DNA,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-ECMUS-RISE9KVM,CON-ECMUS-RISE9KVM,SOLN SUPP SWSS Cisco ISE Virtual Machine Common PI,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-5000,A-EVENTS-5000,Webex Webinars 5000,Broker,2,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-CLDCALL?IO,A-SPK-NU-CLDCALL?IO,Cloud Calling 2,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-U-TA-ITF,A-AUD-U-TA-ITF,Global Toll Free -1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9300S1-A,E3N-C9300S1-A,"C9300 DNA Advantage, 24-port Fiber,",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-EDU-VOIP,A-AUD-EDU-VOIP,Included VoIP for Education,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-DUO-EDUACS,E2F-SEC-DUO-EDUACS,Cisco EA 2.0 Choice - Security - Duo Education Acc,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
FTD-V-10S-TMC,FTD-V-10S-TMC,"Cisco Firepower TD Virtual TP, Malware & URL Lic, ",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-DUO-FED-SUP-B,SVS-DUO-FED-SUP-B,Cisco Duo Basic Support - Federal,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ISE-T1TCS,E3-CX-ISE-T1TCS,SVCS Portfolio T1 ISE Solution Support - OnPrem,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C95001-A,E3N-C95001-A,C9500 CISCO DNA EA Advantage High (24Q/40X),Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-MDS-SVS1,E3-MDS-SVS1,Cisco Services Portfolio: DC MDS,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WEBEX-GO-C,A-WEBEX-GO-C,Webex Go Committed Usage,Broker,2,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-FPR1150T,E2SF-F-FPR1150T,"Sec EA 2.0 Choice FPR1150 Threat Defense Threat, M",Broker,2,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-U-TA-ICB,A-AUD-U-TA-ICB,Global Call Me -1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EA2-STLW-SUP-E,SVS-EA2-STLW-SUP-E,ENHANCED SUPPORT FOR STEALTHWATCH,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX250-SDW,E3N-MX250-SDW,Meraki MX250 SDW Enterprise Agreement,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-PRM-MED,A-ASSIST-PRM-MED,Premium Assist for Medium Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C1A1TN9300XF2-5Y,C1A1TN9300XF2-5Y,"Data Center Networking Advantage Term N9300 XF2, 5",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TRN-CLC-001,TRN-CLC-001,100 Prepaid training credits:Redeem w/Cisco Learni,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
L-LIC-DNA-MOD,L-LIC-DNA-MOD,Cisco DNA Subscription License for Routing - Sub M,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CXST-T1SWP,E3-CXST-T1SWP,SVCS Portfolio Success Track L1 ENTWAN SW On-Prem ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DSTACK-T2-E,DSTACK-T2-E,"Cisco DNA Essentials Stack - upto 1G (Aggr, 2G) / ",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-ENTWAN-SVS-T1,E3-ENTWAN-SVS-T1,SVCS Portfolio Success Track L1 Cisco DNA SD-WAN &,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-SMA,E3-SEC-SMA,Security EA 3.0 Cisco Secure Malware Analytics,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-A-TE,E3-A-TE,ThousandEyes - Requested Start Date : 30-Jun-2023|,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-CSTL1-T2-E3Y,SVS-CSTL1-T2-E3Y,"Success Track L1 - DNA Essentials Cloud Lic, T2, 3",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR1010T-T,E3S-SFW-FPR1010T-T,Security EA 3.0 FPR1010 Threat Defense Threat,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-XDR-A,E3-SEC-XDR-A,Cisco EA 3.0 XDR Advantage,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9300-24E,E3N-C9300-24E,Meraki C9300-24E Enterprise Agreement,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-MSG-ADT?IO,A-SPK-NU-MSG-ADT?IO,Basic Messaging and Advanced Meetings,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9300-XF2-A,E3N-N9300-XF2-A,DCN FIXED 10G XF2 Advantage,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-DUO-ADV-SVS2,E3-DUO-ADV-SVS2,SVCS Portfolio T2 Duo Adv SW Enhanced Service,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR3110T,E3S-SFW-FPR3110T,"Security EA 3.0 FPR3110 Threat Defense Threat, Mal",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-DCN-SVS1,E3-DCN-SVS1,Cisco Services Portfolio: DC Networking T1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C3560CX2E-E,E3N-C3560CX2E-E,C3560CX DNA Essentials 12-Port,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
QSFP-H40G-CU1M=,QSFP-H40G-CU1M=,Cisco Network Cable - for Network Device - 3.28 ft,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-DCN-SVS-T1,E3-DCN-SVS-T1,SVCS Portfolio Success Track L1 Data Center Networ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3-SMA-B,SVS-E3-SMA-B,Basic Software Support for Secure Malware Analytic,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-TMA-SM,A-ASSIST-TMA-SM,Technical Monitoring Assist for Small Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-C-T2-E-3Y,DNA-C-T2-E-3Y,"Cisco DNA Essentials Cloud Lic 3Y - upto 1G (Aggr,",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-BCSOS-SCRUM,CON-BCSOS-SCRUM,Scrum Services,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ENTWAN-T1NBD,E3-CX-ENTWAN-T1NBD,SVCS Portfolio Success Track L1 8x5xNBD ENTWAN Sup,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR1150-TM,E3S-SFW-FPR1150-TM,"Security EA 3.0 FPR1150 Threat Defense Threat, Mal",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-PEAKOP-K9,APPD-PEAKOP-K9,AppDynamics Application Visibility Pack On Premise,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-UMB-SUP-S,SVS-UMB-SUP-S,24x7 Solution Support service for Umbrella,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-QUICK-STRT-SUB,DUO-QUICK-STRT-SUB,Please review long description when scoping Quick ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-FLEX-SPT-BAS,SVS-FLEX-SPT-BAS,Business Messaging and Advanced Meetings -1,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-E3S-CDO-B,SVS-E3S-CDO-B,Basic Software Support for CDO,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Discount - Cisco Meraki,Discount - Cisco Meraki,6 months free on licensing,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX95-SDW,E3N-MX95-SDW,Meraki MX95 SDW Enterprise Agreement,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-5000-ENT,A-EVENTS-5000-ENT,Webex Webinars 5000  Entitlement,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-DCN-T1NBD,E3-CX-DCN-T1NBD,SVCS Portfolio Success Track L1 8x5xNBD DCN Suppor,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MS-400-M-E,LIC-MS-400-M-E,Meraki MS400 Medium Essentials Subscription LIC an,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-TG-CL-K9,E3S-TG-CL-K9,"Sec EA 3.0 Secure Malware Analytics CL-3Users,Man ",Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-ETD-ESS,E3-SEC-ETD-ESS,Cisco Email Threat Defence Essentials - Requested ,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-INT-T1NBDO,E3-CX-INT-T1NBDO,SVCS Portfolio Success Track L1 8x5xNBDOS Intersig,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-CXL,A-ASSIST-CXL,Cancellation for Events Assist,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-TE-5HR,SVS-TE-5HR,Advisory Service Support (5 hours),Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CON-ECMU-RISE9KVM,CON-ECMU-RISE9KVM,SWSS UPGRADES Cisco ISE Virtual Machine Common PID,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-NWA-SVS2,E3-NWA-SVS2,Cisco Services Portfolio: Secure Network Analytics,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR4125T-T,E3S-SFW-FPR4125T-T,Security EA 3.0 FPR4125 Threat Defense Threat,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR1140T,E3S-SFW-FPR1140T,"Security EA 3.0 FPR1140 Threat Defense Threat, Mal",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-TMA-LG,A-ASSIST-TMA-LG,Technical Monitoring Assist for Large Events,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SL-4330-NA-A-L,SL-4330-NA-A-L,Cisco ISR4300 Network Stack Advantage Lic,Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-NWA-T2SWE,E3-CX-NWA-T2SWE,SVCS Portfolio T2 Secure NW Analytics SWSS E SW Su,Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C1A1TN9300XF-3Y,C1A1TN9300XF-3Y,"DCN Advantage Term N9300 XF, 3Y -Initial Term - 36",Broker,2,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-PLATFORM,A-EVENTS-PLATFORM,Webex Events (formerly Socio),Broker,2,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9200L1-E,E3N-C9200L1-E,Cisco Digital Network Architecture Essentials - Te,Broker,1,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNAS,DNAS,Cisco DNA Spaces is a location platform offered as,Broker,1,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-PDNA-T3-A3Y,SVS-PDNA-T3-A3Y,Solution Support for SW - DNA Advantage OnPrem Lic,Broker,1,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-CL-ENTWAN-S,E3N-CL-ENTWAN-S,Support for EA Cloud SD-WAN & Routing,Broker,1,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
